Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Baby/Toddler clothing features (product.metafields.shopify.baby-toddler-clothing-features),Baby/Toddler sleepwear style (product.metafields.shopify.baby-toddler-sleepwear-style),Care instructions (product.metafields.shopify.care-instructions),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Neckline (product.metafields.shopify.neckline),One-piece style (product.metafields.shopify.one-piece-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
little-dino-boys-navy-blue-t-shirt-shorts-set,Little Dino Boys Navy Blue T-Shirt & Shorts Set,"<h4>Little Dino Boys Navy Blue T-Shirt &amp; Shorts Set</h4>
<p data-start=""324"" data-end=""522"">Make everyday playtime more fun with our <strong data-start=""365"" data-end=""404"">Little Dino Boys 2-Piece Summer Set</strong>! 🦖<br data-start=""408"" data-end=""411"">Designed for comfort and style, this navy blue t-shirt and shorts combo is perfect for active little explorers.</p>
<p data-start=""524"" data-end=""767"">The soft cotton fabric keeps your child cool and comfortable, while the vibrant dinosaur print adds a playful touch kids absolutely love. Whether it's a day at school, a family outing, or indoor playtime, this outfit is made to move with them.</p>
<h3 data-start=""769"" data-end=""784"">✨ Features:</h3>
<ul data-start=""785"" data-end=""1045"">
<li data-start=""785"" data-end=""820"">
<p data-start=""787"" data-end=""820"">Soft &amp; breathable cotton fabric</p>
</li>
<li data-start=""821"" data-end=""848"">
<p data-start=""823"" data-end=""848"">Stylish navy blue color</p>
</li>
<li data-start=""849"" data-end=""884"">
<p data-start=""851"" data-end=""884"">Fun “Little Dino” graphic print</p>
</li>
<li data-start=""885"" data-end=""919"">
<p data-start=""887"" data-end=""919"">Comfortable round-neck t-shirt</p>
</li>
<li data-start=""920"" data-end=""962"">
<p data-start=""922"" data-end=""962"">Elastic waistband shorts for easy wear</p>
</li>
<li data-start=""963"" data-end=""999"">
<p data-start=""965"" data-end=""999"">Lightweight &amp; perfect for summer</p>
</li>
<li data-start=""1000"" data-end=""1045"">
<p data-start=""1002"" data-end=""1045"">Ideal for casual wear, playtime &amp; outings</p>
</li>
</ul>
<p data-start=""1047"" data-end=""1139"">This trendy boys' summer outfit pairs perfectly with sneakers for a cool and confident look.</p>
<p data-start=""1141"" data-end=""1240"">🎯 <strong data-start=""1144"" data-end=""1179"">Perfect for aged 2–6 years</strong><br data-start=""1179"" data-end=""1182""><br></p>",BBG FASHION CLOTHING STORE,Apparel & Accessories > Clothing > Outfit Sets,Kids Half Sleeves Twinset,"kids half sleeves, Premium Quality",false,Size,2-6-months,product.metafields.shopify.size,,,,,,,'10721122,0.0,shopify,100,deny,manual,999.00,,true,false,,,,,'10721122,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_34.webp?v=1771238766,1,Little Dino Boys Navy Blue T Shirt Shorts Set - front view - unisex wear Pakistan,false,,Buy Little Dino boys navy blue 2-piece summer set in Pakistan. Soft cotton t-shirt & shorts with fun dinosaur print. Comfortable & stylish kids outfit.,7313,,kids,,,,,,,,,,,,,kids,,,,,navy-1,,,cotton,,,,,,,2-6-months; 6-12; 13-14-months; 2-3-years; 3-4-years; 4-5-years; 6-years,,,male,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_34.webp?v=1771238766,g,,,true,,,draft
little-dino-boys-navy-blue-t-shirt-shorts-set,,,,,,,,,6-12,,,,,,,,'10721123,0.0,shopify,99,deny,manual,999.00,,true,false,,,,,'10721123,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/1_35.webp?v=1771238882,2,Little Dino Boys Navy Blue T Shirt Shorts Set - back view - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_34.webp?v=1771238766,g,,,,,,
little-dino-boys-navy-blue-t-shirt-shorts-set,,,,,,,,,13-14-months,,,,,,,,'10721124,0.0,shopify,98,deny,manual,999.00,,true,false,,,,,'10721124,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/2_37.webp?v=1771238882,3,Little Dino Boys Navy Blue T Shirt Shorts Set - side view - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_34.webp?v=1771238766,g,,,,,,
little-dino-boys-navy-blue-t-shirt-shorts-set,,,,,,,,,2-3-years,,,,,,,,'10721125,0.0,shopify,100,deny,manual,999.00,,true,false,,,,,'10721125,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/3_38.webp?v=1771238882,4,Little Dino Boys Navy Blue T Shirt Shorts Set - detail shot - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_34.webp?v=1771238766,g,,,,,,
little-dino-boys-navy-blue-t-shirt-shorts-set,,,,,,,,,3-4-years,,,,,,,,'10721126,0.0,shopify,98,deny,manual,999.00,,true,false,,,,,'10721126,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_34.webp?v=1771238882,5,Little Dino Boys Navy Blue T Shirt Shorts Set - front view - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_34.webp?v=1771238766,g,,,,,,
little-dino-boys-navy-blue-t-shirt-shorts-set,,,,,,,,,4-5-years,,,,,,,,'10721127,0.0,shopify,97,deny,manual,999.00,,true,false,,,,,'10721127,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/ChatGPT_Image_Mar_2_2026_08_02_23_PM.webp?v=1774966131,6,Yellow Grey Kids Short Sleeve Kids Wear - back view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_34.webp?v=1771238766,g,,,,,,
little-dino-boys-navy-blue-t-shirt-shorts-set,,,,,,,,,6-years,,,,,,,,'10721128,0.0,shopify,98,deny,manual,999.00,,true,false,,,,,'10721128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_34.webp?v=1771238766,g,,,,,,
bottle-green-lemon-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants,Baggy Style Loungewear - Green,"<p data-start=""271"" data-end=""522"">Upgrade your everyday comfort with the <strong data-start=""310"" data-end=""344"">Baggy Style Loungewear – Green</strong>, designed for a relaxed, modern look. Featuring a loose-fit top and wide-leg pants in a refreshing green tone, this set offers the perfect blend of comfort and effortless style.</p>
<p data-start=""524"" data-end=""692"">Made from soft, breathable fabric, it keeps you comfortable all day. The oversized fit allows easy movement, making it ideal for lounging, casual outings, or home wear.</p>
<p data-start=""694"" data-end=""715"">✨ <strong data-start=""696"" data-end=""713"">Key Features:</strong></p>
<ul data-start=""716"" data-end=""878"">
<li data-section-id=""1uyuce1"" data-start=""716"" data-end=""746"">Trendy baggy/oversized fit</li>
<li data-section-id=""1hk4y5x"" data-start=""747"" data-end=""774"">Soft, breathable fabric</li>
<li data-section-id=""1gq2pom"" data-start=""775"" data-end=""810"">Relaxed top with wide-leg pants</li>
<li data-section-id=""13w32dw"" data-start=""811"" data-end=""840"">Lightweight &amp; comfortable</li>
<li data-section-id=""ywbr9d"" data-start=""841"" data-end=""878"">Perfect for daily wear &amp; lounging</li>
</ul>",BBG FASHION CLOTHING STORE,Apparel & Accessories > Clothing > Outfit Sets,Pajama Set,Loungewear,true,Size,medium,product.metafields.shopify.size,,,,,,,'10721091,0.5,shopify,123123,deny,manual,1799.00,,true,false,,,,,'10721091,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/ChatGPT_Image_May_9_2026_08_02_33_PM.png?v=1778338985,1,"",false,,"Shop Baggy Style Loungewear in green featuring a relaxed oversized fit, soft breathable fabric, and modern design—perfect for lounging and everyday comfort.",7313,,adult,,,,,,,,,,,,,adults,,,,,green-1,,,cotton,,,,,,,medium; l; xl,,,girls,,,,,,,,g,,,true,,,active
bottle-green-lemon-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants,,,,,,,,,l,,,,,,,,'10721092,0.5,shopify,123123,deny,manual,1799.00,,true,false,,,,,'10721092,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/k_2.png?v=1778338626,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
bottle-green-lemon-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants,,,,,,,,,xl,,,,,,,,'10721093,0.5,shopify,123123,deny,manual,1799.00,,true,false,,,,,'10721093,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/k_3.png?v=1778338626,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
bottle-green-lemon-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/k_4.png?v=1778338626,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle-green-lemon-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/k_5.png?v=1778338626,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottle-green-lemon-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/1_50156714-5dfd-482c-bd7d-050105ef719e.webp?v=1778338625,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-white-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants-1,Baggy Style Loungewear - Black,"<h4 data-start=""2669"" data-end=""2839"">Baggy Style Loungewear - Black</h4>
<p data-start=""2669"" data-end=""2839"">Go timeless with the <strong data-start=""2690"" data-end=""2724"">Baggy Style Loungewear – Black</strong>, a perfect combination of style and comfort. The classic black color makes it versatile and easy to wear anywhere.</p>
<p data-start=""2841"" data-end=""2948"">With its oversized fit and soft fabric, this set is ideal for relaxed days, casual outings, or cozy nights.</p>
<p data-start=""2950"" data-end=""2971"">✨ <strong data-start=""2952"" data-end=""2969"">Key Features:</strong></p>
<ul data-start=""2972"" data-end=""3129"">
<li data-section-id=""2uiksx"" data-start=""2972"" data-end=""3005"">Classic black versatile color</li>
<li data-section-id=""1fve0h6"" data-start=""3006"" data-end=""3027"">Relaxed baggy fit</li>
<li data-section-id=""bap221"" data-start=""3028"" data-end=""3058"">Soft &amp; breathable material</li>
<li data-section-id=""16zvk92"" data-start=""3059"" data-end=""3091"">Comfortable for all-day wear</li>
<li data-section-id=""1ot1aaj"" data-start=""3092"" data-end=""3129"">Perfect for casual and lounge use</li>
</ul>",BBG FASHION CLOTHING STORE,Apparel & Accessories > Clothing > Outfit Sets,Pajama Set,Loungewear,true,Size,m,product.metafields.shopify.size,,,,,,,'10721088,0.5,shopify,123123,deny,manual,1799.00,,true,false,,,,,'10721088,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/r_1.png?v=1778338740,1,"",false,,"Shop Baggy Style Loungewear in black featuring a relaxed oversized fit and soft breathable fabric—perfect for casual wear, lounging, and everyday comfort.",7313,,adult,,,,,,,,,,,,,adults,,,,,black,,,cotton,,,,,,,m; l; xl,,,girls,,,,,,,,g,,,true,,,active
black-white-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants-1,,,,,,,,,l,,,,,,,,'10721089,0.5,shopify,123123,deny,manual,1799.00,,true,false,,,,,'10721089,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/r_2.png?v=1778338740,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
black-white-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants-1,,,,,,,,,xl,,,,,,,,'10721090,0.5,shopify,123123,deny,manual,1799.00,,true,false,,,,,'10721090,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/r_3.png?v=1778338740,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
black-white-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/r_4.png?v=1778338740,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-white-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/r_5.png?v=1778338740,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-white-slit-short-sleeve-t-shirts-and-high-waist-wide-leg-pants-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/1_4cd49405-b404-4888-8860-9f161b4f486d.webp?v=1778338740,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maroon-panel-kids-set-t-shirt-and-pants,Maroon Panel Kids Pajama Set,"<h4>Maroon Panel Kids Pajama Set</h4>
<p>Add a playful touch to your child's wardrobe with this maroon panel kids set—T-shirt and pants.</p>
<div role=""article"" id=""J8MWzfjYWtpQH9bSVpknK-user-message"" tabindex=""0"">
<div class=""flex w-full justify-end""><br></div>
</div>
<div role=""article"" tabindex=""0"">
<div id=""mWE8SKL1iDW2y6kNqW1di-content-0"" class=""space-y-3 break-words"">
<p><span>Brighten up your child's wardrobe with this vibrant and comfortable outfit, perfect for boys. Crafted from soft cotton jersey, this set ensures a cozy and breathable fit that kids will love. The ensemble includes a short-sleeve t-shirt and matching shorts, both adorned with playful and motivational graphics. making it a favorite choice for young adventurers.</span></p>
<p><span>Available in two lively colors—Black and Red—this outfit will add a splash of joy to any child's day.</span></p>
<p><span><strong>Key Features:</strong></span></p>
<ul>
<li>
<p><span>Made from soft cotton jersey fabric</span></p>
</li>
<li>
<p><span>Suitable for boys </span><span>Available in two vibrant colors: black and red</span></p>
</li>
<li>
<p><span>Elastic waistband and cuffs for a comfortable fit</span></p>
</li>
</ul>
</div>
</div>",BBG FASHION,Apparel & Accessories > Clothing > Outfit Sets,Kids Pajama Set,"Kids Pajama Set, Premium Quality",true,Size,1-2-years,product.metafields.shopify.size,,,,,,,'10721080,0.0,shopify,98,deny,manual,1099.00,,true,false,,,,,'10721080,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_40.jpg?v=1773055592,1,Maroon Panel Kids Set T Shirt And Pants - front view - kids wear Pakistan,false,,"Stylish kids’ co-ord set featuring a modern color-block t-shirt with matching track pants. Made from soft, breathable fabric for all-day comfort—perfect for casual wear, sports, and everyday activities.",7313,,kids,,,,,,,,,,'1,,,kids,,,,,tie-dye; maroon,,,cotton,,,,,,,1-2-years; 3-4-years; 5-6-years; 7-8-years; 9-10-years,,,male,,,,,,,,g,,,true,,,active
maroon-panel-kids-set-t-shirt-and-pants,,,,,,,,,3-4-years,,,,,,,,'10721081,0.0,shopify,100,deny,manual,1099.00,,true,false,,,,,'10721081,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/1_41.jpg?v=1773055636,2,Maroon Panel Kids Set T Shirt And Pants - back view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
maroon-panel-kids-set-t-shirt-and-pants,,,,,,,,,5-6-years,,,,,,,,'10721082,0.0,shopify,98,deny,manual,1099.00,,true,false,,,,,'10721082,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/2_43.jpg?v=1773055636,3,Maroon Panel Kids Set T Shirt And Pants - side view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
